???,??,????(?)
??,Sep-19,22.3
??,Oct-19,17.3
??,Nov-19,11.3
??,Dec-19,5.4
??,Jan-20,5.2
??,Feb-20,6
??,Mar-20,9.6
??,Apr-20,12.3
??,May-20,18.1
??,Jun-20,22.7
??,Jul-20,22.1
??,Aug-20,27.6
??,Sep-20,21.1
??,Oct-20,15.9
??,Nov-20,11
??,Dec-20,3.4
??,Jan-21,2.1
??,Feb-21,6.5
??,Mar-21,10.5
??,Apr-21,13.8
??,May-21,17.8
??,Jun-21,21.7
??,Jul-21,25.9
??,Aug-21,25.3
??,Sep-21,22.1
??,Oct-21,17.1
??,Nov-21,11.1
??,Dec-21,4.7
??,Jan-22,2.6
??,Feb-22,2.7
??,Mar-22,9.9
??,Apr-22,14.7
??,May-22,19.2
??,Jun-22,22.4
??,Jul-22,26
??,Aug-22,26.4
??,Sep-22,21.7
??,Oct-22,16
??,Nov-22,12.7
??,Dec-22,2
??,Jan-23,2.6
??,Feb-23,5.2
??,Mar-23,11.4
??,Apr-23,14.1
??,May-23,17.8
??,Jun-23,22.3
??,Jul-23,25.8
??,Aug-23,26.5
??,Sep-23,22.9
??,Oct-23,16.4
??,Nov-23,10.4
??,Dec-23,4.9
??,Jan-24,3.4
??,Feb-24,6
??,Mar-24,8.6
??,Apr-24,14.9
??,May-24,17.9
??,Jun-24,22.6
??,Jul-24,26.9
??,Aug-24,28
??,Sep-24,24.7
??,Oct-24,17.8
??,Nov-24,11.8
??,Dec-24,4.1
??,Jan-25,2.5
??,Feb-25,1.9
??,Mar-25,9.2
??,Apr-25,13.9
??,May-25,17
??,Jan-02,0.8
??,Feb-02,2.7
??,Mar-02,7.6
??,Apr-02,13.7
??,May-02,17.5
??,Jun-02,21.7
??,Jul-02,25.2
??,Aug-02,24.5
??,Sep-02,22.2
??,Oct-02,13.8
??,Nov-02,4.8
??,Dec-02,2.1
??,Jan-03,-2
??,Feb-03,2.7
??,Mar-03,6.3
??,Apr-03,12.2
??,May-03,18.1
??,Jun-03,20.4
??,Jul-03,23
??,Aug-03,23.4
??,Sep-03,20.8
??,Oct-03,14.8
??,Nov-03,9.4
??,Dec-03,1.2
??,Jan-04,-1.2
??,Feb-04,2.3
??,Mar-04,5.6
??,Apr-04,12
??,May-04,16.2
??,Jun-04,21.8
??,Jul-04,23.6
??,Aug-04,25.3
??,Sep-04,21.5
??,Oct-04,15.2
??,Nov-04,9.5
??,Dec-04,2.5
??,Jan-05,-1.1
??,Feb-05,-0.6
??,Mar-05,4.8
??,Apr-05,12.4
??,May-05,17.3
??,Jun-05,21.4
??,Jul-05,24.2
??,Aug-05,24.7
??,Sep-05,21.4
??,Oct-05,14.5
??,Nov-05,8.6
??,Dec-05,-3.6
??,Jan-06,-0.3
??,Feb-06,0
??,Mar-06,4.9
??,Apr-06,10.9
??,May-06,17.1
??,Jun-06,20.3
??,Jul-06,22.4
??,Aug-06,26.3
??,Sep-06,21.2
??,Oct-06,17.9
??,Nov-06,9.1
??,Dec-06,2.3
??,Jan-07,0.9
??,Feb-07,4.1
??,Mar-07,6.2
??,Apr-07,10.8
??,May-07,16.6
??,Jun-07,21.6
??,Jul-07,23
??,Aug-07,25.5
??,Sep-07,21.3
??,Oct-07,15.2
??,Nov-07,7.4
??,Dec-07,2.5
??,Jan-08,-1.5
??,Feb-08,-0.7
??,Mar-08,7
??,Apr-08,13.1
??,May-08,16.6
??,Jun-08,20.7
??,Jul-08,24.1
??,Aug-08,24.8
??,Sep-08,21.9
??,Oct-08,16.6
??,Nov-08,8.5
??,Dec-08,2.1
??,Jan-09,-1.2
??,Feb-09,2.9
??,Mar-09,6
??,Apr-09,11.5
??,May-09,17.3
??,Jun-09,20.8
??,Jul-09,23.3
??,Aug-09,25.1
??,Sep-09,21.4
??,Oct-09,16.3
??,Nov-09,7.6
??,Dec-09,0.1
??,Jan-10,-3.2
??,Feb-10,1.7
??,Mar-10,5.1
??,Apr-10,9.6
??,May-10,16.1
??,Jun-10,21.9
??,Jul-10,24.7
??,Aug-10,26.1
??,Sep-10,22.1
??,Oct-10,15.1
??,Nov-10,7.7
??,Dec-10,0.1
??,Jan-11,-5.6
??,Feb-11,1.4
??,Mar-11,4.2
??,Apr-11,10
??,May-11,16.8
??,Jun-11,20
??,Jul-11,23.9
??,Aug-11,25
??,Sep-11,21.7
??,Oct-11,14.8
??,Nov-11,11.4
??,Dec-11,0.4
??,Jan-12,-1.9
??,Feb-12,-1.2
??,Mar-12,5.2
??,Apr-12,11.7
??,May-12,18.1
??,Jun-12,22.9
??,Jul-12,24.5
??,Aug-12,26.7
??,Sep-12,21
??,Oct-12,15.6
??,Nov-12,6.1
??,Dec-12,-3.7
??,Jan-13,-2.9
??,Feb-13,-1.4
??,Mar-13,4.1
??,Apr-13,8.9
??,May-13,16
??,Jun-13,22.2
??,Jul-13,24.1
??,Aug-13,26.9
??,Sep-13,21.5
??,Oct-13,15.9
??,Nov-13,6.8
??,Dec-13,0.4
??,Jan-14,-0.3
??,Feb-14,1.4
??,Mar-14,7
??,Apr-14,12.3
??,May-14,16.9
??,Jun-14,21.8
??,Jul-14,24.8
??,Aug-14,24.5
??,Sep-14,22
??,Oct-14,15.9
??,Nov-14,9.2
??,Dec-14,-2.1
??,Jan-15,-0.8
??,Feb-15,1.2
??,Mar-15,5.4
??,Apr-15,12.5
??,May-15,17
??,Jun-15,21.8
??,Jul-15,24.5
??,Aug-15,25.8
??,Sep-15,22.5
??,Oct-15,16
??,Nov-15,9.4
??,Dec-15,2.4
??,Jan-16,-2.2
??,Feb-16,0.9
??,Mar-16,6.4
??,Apr-16,12.7
??,May-16,18.3
??,Jun-16,22.1
??,Jul-16,25.2
??,Aug-16,27.4
??,Sep-16,22.9
??,Oct-16,16.2
??,Nov-16,7.4
??,Dec-16,2.2
??,Jan-17,-0.9
??,Feb-17,0.2
??,Mar-17,5.8
??,Apr-17,12.4
??,May-17,17.6
??,Jun-17,21.7
??,Jul-17,25.8
??,Aug-17,25.4
??,Sep-17,21.9
??,Oct-17,15.7
??,Nov-17,5.9
??,Dec-17,-1.3
??,Jan-18,-3.8
??,Feb-18,-1.8
??,Mar-18,6.9
??,Apr-18,11.9
??,May-18,17
??,Jun-18,21.2
??,Jul-18,26.6
??,Aug-18,28.1
??,Sep-18,21.6
??,Oct-18,13.8
??,Nov-18,8.5
??,Dec-18,-0.2
??,Jan-19,-0.5
??,Feb-19,0.8
??,Mar-19,6.4
??,Apr-19,11.3
??,May-19,17.6
??,Jun-19,21.3
??,Jul-19,25
??,Aug-19,26.9
??,Sep-19,22.5
??,Oct-19,16.8
??,Nov-19,8.2
??,Dec-19,2
??,Jan-20,1.8
??,Feb-20,2.5
??,Mar-20,7.1
??,Apr-20,10.4
??,May-20,16.7
??,Jun-20,21.8
??,Jul-20,23.2
??,Aug-20,25.9
??,Sep-20,21.3
??,Oct-20,14.8
??,Nov-20,8.3
??,Dec-20,0.2
??,Jan-21,-2
??,Feb-21,2.1
??,Mar-21,7.7
??,Apr-21,13.2
??,May-21,16.2
??,Jun-21,21.6
??,Jul-21,27.2
??,Aug-21,25.5
??,Sep-21,22.7
??,Oct-21,16
??,Nov-21,8.8
??,Dec-21,1.3
??,Jan-22,-2.2
??,Feb-22,-1.3
??,Mar-22,6.7
??,Apr-22,12.9
??,May-22,17.1
??,Jun-22,21.9
??,Jul-22,26.2
??,Aug-22,24.9
??,Sep-22,22
??,Oct-22,14.4
??,Nov-22,10.2
??,Dec-22,-2.6
??,Jan-23,-1.6
??,Feb-23,1.6
??,Mar-23,8.1
??,Apr-23,12.7
??,May-23,18
??,Jun-23,21.8
??,Jul-23,25.7
??,Aug-23,26.6
??,Sep-23,23.5
??,Oct-23,16.3
??,Nov-23,6.9
??,Dec-23,1.2
??,Jan-24,-0.6
??,Feb-24,3.3
??,Mar-24,6.3
??,Apr-24,14.6
??,May-24,16.9
??,Jun-24,22.7
??,Jul-24,25.7
??,Aug-24,28.8
??,Sep-24,25.4
??,Oct-24,17
??,Nov-24,9.9
??,Dec-24,0.9
??,Jan-25,-0.6
??,Feb-25,-1.4
??,Mar-25,6.7
??,Apr-25,11.9
??,May-25,16.5
??,May-25,17.2
??,Apr-25,13.5
??,Mar-25,8.6
??,Feb-25,1.5
??,Jan-25,2.1
??,Dec-24,4.3
??,Nov-24,12.1
??,Oct-24,18.2
??,Sep-24,26.4
??,Aug-24,28.6
??,Jul-24,26.6
??,Jun-24,22.7
??,May-24,18.3
??,Apr-24,15.3
??,Mar-24,8.3
??,Feb-24,6.4
??,Jan-24,3.6
??,Dec-23,5.3
??,Nov-23,10.4
??,Oct-23,16.8
??,Sep-23,23.9
??,Aug-23,27.1
??,Jul-23,25.6
??,Jun-23,22.4
??,May-23,18.1
??,Apr-23,13.7
??,Mar-23,10.2
??,Feb-23,4.1
??,Jan-23,2.1
??,Dec-22,2
??,Nov-22,11.7
??,Oct-22,15.7
??,Sep-22,22.5
??,Aug-22,26.5
??,Jul-22,26.5
??,Jun-22,22.6
??,May-22,18.1
??,Apr-22,14.2
??,Mar-22,8.9
??,Feb-22,2
??,Jan-22,1.8
??,Dec-21,4.2
??,Nov-21,10.4
??,Oct-21,17.1
??,Sep-21,22.7
??,Aug-21,26.1
??,Jul-21,26.4
??,Jun-21,22.4
??,May-21,17.7
??,Apr-21,13.9
??,Mar-21,9.9
??,Feb-21,5.3
??,Jan-21,1.8
??,Dec-20,2.9
??,Nov-20,10.8
??,Oct-20,15.6
??,Sep-20,21.4
??,Aug-20,27.3
??,Jul-20,22.8
??,Jun-20,22.4
??,May-20,17.6
??,Apr-20,11
??,Mar-20,8.5
??,Feb-20,5.1
??,Jan-20,4.6
??,Dec-19,4.8
??,Nov-19,10.8
??,Oct-19,17
??,Sep-19,22.6
??,Aug-19,26.5
??,Jul-19,24.6
??,Jun-19,21.2
??,May-19,18.3
??,Apr-19,12.4
??,Mar-19,8.3
??,Feb-19,3.8
??,Jan-19,2.3
??,Dec-18,3.8
??,Nov-18,10
??,Oct-18,14.8
??,Sep-18,21.6
??,Aug-18,27.9
??,Jul-18,27.1
??,Jun-18,22.2
??,May-18,18.3
??,Apr-18,13.9
??,Mar-18,8.9
??,Feb-18,1.8
??,Jan-18,0.2
??,Dec-17,2.2
??,Nov-17,8.8
??,Oct-17,16.8
??,Sep-17,21.9
??,Aug-17,26.7
??,Jul-17,26.9
??,Jun-17,21.8
??,May-17,18.8
??,Apr-17,14.3
??,Mar-17,7
??,Feb-17,3.2
??,Jan-17,2.5
??,Dec-16,5.3
??,Nov-16,9.8
??,Oct-16,17.4
??,Sep-16,22.6
??,Aug-16,27.3
??,Jul-16,25.8
??,Jun-16,22
??,May-16,18.5
??,Apr-16,14.2
??,Mar-16,7.9
??,Feb-16,3.5
??,Jan-16,1.5
??,Dec-15,5.8
??,Nov-15,11.9
??,Oct-15,16.4
??,Sep-15,21.3
??,Aug-15,25.4
??,Jul-15,24.4
??,Jun-15,21.3
??,May-15,18.4
??,Apr-15,13.2
??,Mar-15,7.7
??,Feb-15,3.5
??,Jan-15,2.7
??,Dec-14,2.4
??,Nov-14,10.8
??,Oct-14,16.6
??,Sep-14,22
??,Aug-14,24.3
??,Jul-14,24.5
??,Jun-14,21.9
??,May-14,18.2
??,Apr-14,13.8
??,Mar-14,8.3
??,Feb-14,4.3
??,Jan-14,2.4
??,Dec-13,3.7
??,Nov-13,9.2
??,Oct-13,17.1
??,Sep-13,22.5
??,Aug-13,27.7
??,Jul-13,26.6
??,Jun-13,22.4
??,May-13,18
??,Apr-13,11.2
??,Mar-13,7.5
??,Feb-13,2.6
??,Jan-13,0.7
??,Dec-12,1.6
??,Nov-12,8.7
??,Oct-12,15.9
??,Sep-12,21.2
??,Aug-12,27.2
??,Jul-12,25.5
??,Jun-12,22.2
??,May-12,18.7
??,Apr-12,12.8
??,Mar-12,6.6
??,Feb-12,0.8
??,Jan-12,1
??,Dec-11,2.9
??,Nov-11,12.8
??,Oct-11,15.5
??,Sep-11,22.4
??,Aug-11,25.3
??,Jul-11,25.8
??,Jun-11,21.9
??,May-11,17.7
??,Apr-11,11.6
??,Mar-11,5.4
??,Feb-11,3.4
??,Jan-11,-2.2
??,Dec-10,3.3
??,Nov-10,8.6
??,Oct-10,15.9
??,Sep-10,23.3
??,Aug-10,27.3
??,Jul-10,25.3
??,Jun-10,22.1
??,May-10,17.3
??,Apr-10,10.7
??,Mar-10,7.2
??,Feb-10,4.3
??,Jan-10,1.2
??,Dec-09,3.5
??,Nov-09,9.7
??,Oct-09,16.9
??,Sep-09,22.1
??,Aug-09,25.1
??,Jul-09,24.2
??,Jun-09,21.8
??,May-09,18.3
??,Apr-09,12.9
??,Mar-09,7.8
??,Feb-09,5.7
??,Jan-09,1.5
??,Dec-08,4.2
??,Nov-08,9.8
??,Oct-08,17.4
??,Sep-08,22.9
??,Aug-08,25.5
??,Jul-08,26.3
??,Jun-08,20.7
??,May-08,17.4
??,Apr-08,13.3
??,Mar-08,7.8
??,Feb-08,1.3
??,Jan-08,2
??,Dec-07,5.1
??,Nov-07,9
??,Oct-07,16.3
??,Sep-07,22.2
??,Aug-07,26.6
??,Jul-07,24.1
??,Jun-07,21.3
??,May-07,17.7
??,Apr-07,12
??,Mar-07,8
??,Feb-07,5.7
??,Jan-07,2.7
??,Dec-06,4.2
??,Nov-06,11.1
??,Oct-06,17.9
??,Sep-06,20.3
??,Aug-06,27
??,Jul-06,24
??,Jun-06,21.2
??,May-06,17
??,Apr-06,11.7
??,Mar-06,6.8
??,Feb-06,2.5
??,Jan-06,2.6
??,Dec-05,0.4
??,Nov-05,10.3
??,Oct-05,16
??,Sep-05,23.3
??,Aug-05,25.7
??,Jul-05,25.1
??,Jun-05,22.5
??,May-05,17.5
??,Apr-05,13.1
??,Mar-05,5.3
??,Feb-05,1.2
??,Jan-05,0.7
??,Dec-04,5.3
??,Nov-04,10.4
??,Oct-04,15.7
??,Sep-04,22.1
??,Aug-04,25.9
??,Jul-04,25.6
??,Jun-04,21.5
??,May-04,17.3
??,Apr-04,13
??,Mar-04,7.4
??,Feb-04,4.4
??,Jan-04,1.2
??,Dec-03,4.2
??,Nov-03,11.5
??,Oct-03,15.1
??,Sep-03,22.2
??,Aug-03,24.4
??,Jul-03,22.4
??,Jun-03,21.1
??,May-03,17.8
??,Apr-03,13.2
??,Mar-03,6.9
??,Feb-03,4.1
??,Jan-03,0.6
??,Dec-02,4.5
??,Nov-02,6.9
??,Oct-02,14.8
??,Sep-02,21.1
??,Aug-02,24.4
??,Jul-02,24.2
??,Jun-02,21.5
??,May-02,17
??,Apr-02,13.5
??,Mar-02,8.6
??,Feb-02,3.8
??,Jan-02,3.7
??,May-25,17
??,Apr-25,13
??,Mar-25,7.6
??,Feb-25,-0.7
??,Jan-25,-0.2
??,Dec-24,1.9
??,Nov-24,9.6
??,Oct-24,16.2
??,Sep-24,25.4
??,Aug-24,28
??,Jul-24,26.7
??,Jun-24,22.6
??,May-24,17.7
??,Apr-24,14.9
??,Mar-24,6.8
??,Feb-24,4.6
??,Jan-24,1.2
??,Dec-23,3.1
??,Nov-23,8.1
??,Oct-23,14.8
??,Sep-23,22.7
??,Aug-23,26.6
??,Jul-23,25.7
??,Jun-23,22.4
??,May-23,18.1
??,Apr-23,12.9
??,Mar-23,8.8
??,Feb-23,1.9
??,Jan-23,-0.4
??,Dec-22,-1.4
??,Nov-22,9.4
??,Oct-22,13.8
??,Sep-22,21.3
??,Aug-22,25.4
??,Jul-22,25.9
??,Jun-22,22.7
??,May-22,17.5
??,Apr-22,13.3
??,Mar-22,7.4
??,Feb-22,-0.4
??,Jan-22,-0.9
??,Dec-21,2.1
??,Nov-21,8.2
??,Oct-21,15
??,Sep-21,21.7
??,Aug-21,24.9
??,Jul-21,26
??,Jun-21,22
??,May-21,16.7
??,Apr-21,13.2
??,Mar-21,8.5
??,Feb-21,3.3
??,Jan-21,-0.8
??,Dec-20,0.6
??,Nov-20,8.4
??,Oct-20,13.6
??,Sep-20,20.1
??,Aug-20,26.7
??,Jul-20,22.8
??,Jun-20,22.5
??,May-20,17.6
??,Apr-20,9.8
??,Mar-20,7.2
??,Feb-20,3.2
??,Jan-20,2.5
??,Dec-19,2.8
??,Nov-19,8.5
??,Oct-19,15.4
??,Sep-19,22.2
??,Aug-19,26.5
??,Jul-19,25.2
??,Jun-19,21.2
??,May-19,18.2
??,Apr-19,11.9
??,Mar-19,7.2
??,Feb-19,2.2
??,Jan-19,0.3
??,Dec-18,1.8
??,Nov-18,8.7
??,Oct-18,13.5
??,Sep-18,21.2
??,Aug-18,28.2
??,Jul-18,27.4
??,Jun-18,22.6
??,May-18,18.3
??,Apr-18,13.4
??,Mar-18,8.3
??,Feb-18,-0.1
??,Jan-18,-1.8
??,Dec-17,0.8
??,Nov-17,7.2
??,Oct-17,15.5
??,Sep-17,21
??,Aug-17,26.1
??,Jul-17,27.2
??,Jun-17,21.9
??,May-17,18.4
??,Apr-17,13.4
??,Mar-17,5.9
??,Feb-17,1.6
??,Jan-17,0.5
??,Dec-16,3.5
??,Nov-16,8.2
??,Oct-16,16.4
??,Sep-16,22.5
??,Aug-16,27.4
??,Jul-16,26.6
??,Jun-16,22.7
??,May-16,19
??,Apr-16,14
??,Mar-16,7.2
??,Feb-16,2.5
??,Jan-16,-0.4
??,Dec-15,4.3
??,Nov-15,10.9
??,Oct-15,15.9
??,Sep-15,21.4
??,Aug-15,25.8
??,Jul-15,25.2
??,Jun-15,22.3
??,May-15,18.5
??,Apr-15,13.4
??,Mar-15,6.6
??,Feb-15,2.4
??,Jan-15,0.8
??,Dec-14,0.2
??,Nov-14,9.2
??,Oct-14,15.7
??,Sep-14,21.6
??,Aug-14,24.2
??,Jul-14,25.4
??,Jun-14,22.7
??,May-14,18.6
??,Apr-14,13.4
??,Mar-14,7.9
??,Feb-14,3.1
??,Jan-14,1
??,Dec-13,2.3
??,Nov-13,8.1
??,Oct-13,15.9
??,Sep-13,22
??,Aug-13,28.2
??,Jul-13,27.5
??,Jun-13,23.3
??,May-13,18.1
??,Apr-13,10.4
??,Mar-13,6.3
??,Feb-13,1
??,Jan-13,-1.4
??,Dec-12,-1.1
??,Nov-12,7.3
??,Oct-12,15.2
??,Sep-12,20.9
??,Aug-12,27.4
??,Jul-12,26.3
??,Jun-12,23.3
??,May-12,19
??,Apr-12,12.8
??,Mar-12,5.5
??,Feb-12,-0.5
??,Jan-12,-1
??,Dec-11,1.1
??,Nov-11,12
??,Oct-11,14.1
??,Sep-11,21.6
??,Aug-11,25.9
??,Jul-11,26.4
??,Jun-11,22.8
??,May-11,18.3
??,Apr-11,11.2
??,Mar-11,4.3
??,Feb-11,1.7
??,Jan-11,-5
??,Dec-10,1.7
??,Nov-10,8
??,Oct-10,14.8
??,Sep-10,23.1
??,Aug-10,27.7
??,Jul-10,26.3
??,Jun-10,22.9
??,May-10,17.6
??,Apr-10,9.9
??,Mar-10,6.1
??,Feb-10,3
??,Jan-10,-0.9
??,Dec-09,1.3
??,Nov-09,8.8
??,Oct-09,16.5
??,Sep-09,21.7
??,Aug-09,25.7
??,Jul-09,24.7
??,Jun-09,22.7
??,May-09,18.6
??,Apr-09,12.2
??,Mar-09,6.8
??,Feb-09,4
??,Jan-09,-0.3
??,Dec-08,3.2
??,Nov-08,8.7
??,Oct-08,16.5
??,Sep-08,22.7
??,Aug-08,25.8
??,Jul-08,26.9
??,Jun-08,21.9
??,May-08,18
??,Apr-08,13.4
??,Mar-08,7.3
??,Feb-08,-0.2
??,Jan-08,-0.2
??,Dec-07,3.4
??,Nov-07,7.5
??,Oct-07,15.3
??,Sep-07,22
??,Aug-07,27.2
??,Jul-07,24.9
??,Jun-07,22.6
??,May-07,18.5
??,Apr-07,11.5
??,Mar-07,7.4
??,Feb-07,4.6
??,Jan-07,1.4
??,Dec-06,2.8
??,Nov-06,10
??,Oct-06,17.6
??,Sep-06,20.4
??,Aug-06,27.3
??,Jul-06,24.8
??,Jun-06,22.6
??,May-06,18.2
??,Apr-06,11.4
??,Mar-06,6.1
??,Feb-06,1.4
??,Jan-06,1.2
??,Dec-05,-1.8
??,Nov-05,9.2
??,Oct-05,14.6
??,Sep-05,22.6
??,Aug-05,25.7
??,Jul-05,25.5
??,Jun-05,22.7
??,May-05,17.3
??,Apr-05,13.6
??,Mar-05,4.4
??,Feb-05,-0.3
??,Jan-05,-0.6
??,Dec-04,3.7
??,Nov-04,9.7
??,Oct-04,14.9
??,Sep-04,21.8
??,Aug-04,26.1
??,Jul-04,26.2
??,Jun-04,22.4
??,May-04,17.6
??,Apr-04,12.6
??,Mar-04,6.4
??,Feb-04,3.3
??,Jan-04,-0.9
??,Dec-03,2.3
??,Nov-03,10.3
??,Oct-03,14.3
??,Sep-03,21.8
??,Aug-03,24.4
??,Jul-03,23.4
??,Jun-03,21.3
??,May-03,18.3
??,Apr-03,12.6
??,Mar-03,6
??,Feb-03,2.8
??,Jan-03,-1.4
??,Dec-02,2.8
??,Nov-02,5.7
??,Oct-02,13.6
??,Sep-02,21
??,Aug-02,24.7
??,Jul-02,25.4
??,Jun-02,21.9
??,May-02,17.1
??,Apr-02,13.8
??,Mar-02,7.7
??,Feb-02,2.4
??,Jan-02,2.8
